Date,Open,High,Low,Close,Adj Close,Volume
5/12/2019,194.163025,201.881485,183.653931,187.325317,187.325317,10326050090
5/13/2019,187.417923,205.098267,185.305908,196.846283,196.846283,10367149039
5/14/2019,196.738281,217.874649,196.05481,217.148575,217.148575,12751049755
5/15/2019,217.010117,247.446594,216.822113,247.153061,247.153061,13460006534
5/16/2019,246.941956,275.39444,245.795288,264.01001,264.01001,18661465873
5/17/2019,263.848358,266.979614,227.767426,243.764587,243.764587,16037551694
5/18/2019,243.911301,246.362762,233.099854,234.59523,234.59523,10933142646
5/19/2019,234.449463,263.740997,233.758667,261.292206,261.292206,12049250894
5/20/2019,261.267487,261.55127,241.80365,251.86441,251.86441,10834541285
5/21/2019,251.647842,262.107544,248.196304,255.215881,255.215881,11545049593
5/22/2019,254.995316,258.801849,242.730484,244.698914,244.698914,9818257463
5/23/2019,244.665115,247.616638,233.793091,245.965668,245.965668,10671663487
5/24/2019,245.987091,255.259338,243.240097,249.484985,249.484985,9929433206
5/25/2019,249.694046,257.356842,249.088791,251.759872,251.759872,8924985385
5/26/2019,251.724792,269.166534,247.245392,267.069641,267.069641,9664267731
5/27/2019,267.141876,278.507263,265.444702,272.86264,272.86264,12074664736
5/28/2019,272.590485,274.320831,267.514374,271.768707,271.768707,10362846898
5/29/2019,271.779053,273.756287,263.0914,269.455688,269.455688,9819132174
5/30/2019,269.55188,287.20163,247.348602,255.858948,255.858948,13604268584
5/31/2019,256.015259,268.659943,249.111847,268.113556,268.113556,11255023515
6/1/2019,268.43335,273.557983,263.524597,265.391266,265.391266,9942869852
6/2/2019,265.512726,272.80722,265.04187,270.225525,270.225525,8744111713
6/3/2019,270.088562,270.334106,251.262192,252.607925,252.607925,9375712917
6/4/2019,252.511642,252.511642,236.127213,241.338791,241.338791,10132549747
6/5/2019,241.49704,248.138138,239.983459,247.05101,247.05101,8548917062
6/6/2019,246.925247,249.944504,238.501114,249.474335,249.474335,8265146806
6/7/2019,249.335281,254.352295,246.5979,250.930359,250.930359,8379534528
6/8/2019,251.249313,252.377396,243.229111,245.738098,245.738098,7225996863
6/9/2019,245.540482,245.972824,229.257431,233.0867,233.0867,7566421456
6/10/2019,232.830139,247.66217,229.341766,247.520126,247.520126,8141159848
6/11/2019,247.862122,248.662582,239.825348,245.78183,245.78183,7382269700
6/12/2019,245.925491,261.017578,244.491318,260.90329,260.90329,8645598618
6/13/2019,260.913513,262.163116,255.596283,256.168793,256.168793,8442077836
6/14/2019,256.179657,265.371399,254.14743,264.087463,264.087463,8676891267
6/15/2019,263.934143,271.505585,262.121216,269.019318,269.019318,8126853944
6/16/2019,268.901154,278.143188,265.535339,269.223206,269.223206,9676746453
6/17/2019,269.090576,275.442566,268.35379,274.351105,274.351105,6009795781
6/18/2019,274.320251,274.320251,263.14444,265.051849,265.051849,6205242504
6/19/2019,265.056854,270.333374,264.754791,269.431793,269.431793,5516510947
6/20/2019,269.407867,274.073517,265.500458,271.695007,271.695007,6408981097
6/21/2019,271.743103,295.303314,271.743103,294.910278,294.910278,9331694140
6/22/2019,295.115082,315.189728,294.728241,309.38031,309.38031,10613731255
6/23/2019,309.416687,318.565674,305.764587,307.827789,307.827789,8161062380
6/24/2019,307.722137,312.329346,299.55954,310.424683,310.424683,8205712062
6/25/2019,310.678619,318.126312,307.643158,318.126312,318.126312,9641764965
6/26/2019,317.992584,361.398682,315.954865,336.753174,336.753174,16437084081
6/27/2019,336.9599,343.433441,278.573242,294.267639,294.267639,14038092503
6/28/2019,294.143036,313.031555,292.939819,311.226105,311.226105,11514656820
6/29/2019,311.284424,322.043549,294.753845,320.058899,320.058899,10929374565
6/30/2019,319.584045,322.789581,290.695984,290.695984,290.695984,10303111000
7/1/2019,290.268494,301.026154,280.022827,293.641113,293.641113,10292223948
7/2/2019,293.537262,295.655853,272.60257,291.596436,291.596436,10618413952
7/3/2019,291.764618,303.342041,291.401642,303.099976,303.099976,9926711979
7/4/2019,303.025085,303.961151,282.765747,284.523224,284.523224,8403513106
7/5/2019,284.38092,293.921143,282.694702,287.997528,287.997528,8723493015
7/6/2019,287.893829,295.991425,286.665863,287.547119,287.547119,7674615025
7/7/2019,287.603607,310.139313,286.109192,305.700562,305.700562,8119724981
7/8/2019,305.734772,314.267883,303.500458,313.251404,313.251404,9078905628
7/9/2019,313.325165,318.223114,305.285828,308.881012,308.881012,10055159803
7/10/2019,308.851288,313.069458,285.565796,290.002319,290.002319,11679985167
7/11/2019,289.945984,290.021057,266.094666,268.704041,268.704041,10216287022
7/12/2019,268.692261,278.855591,268.000031,276.276703,276.276703,8148936015
7/13/2019,276.289124,276.685242,263.068268,269.458801,269.458801,6716829429
7/14/2019,269.281616,269.641235,227.269211,227.578064,227.578064,8578339386
7/15/2019,227.965057,235.02565,210.391266,229.776001,229.776001,9723674244
7/16/2019,229.748657,234.51384,197.377899,199.188675,199.188675,9036620494
7/17/2019,199.066788,217.975632,193.990417,211.48497,211.48497,9387747640
7/18/2019,211.444611,229.239395,208.037735,226.566162,226.566162,9327816059
7/19/2019,226.6577,226.940475,215.838242,221.33342,221.33342,7606433131
7/20/2019,221.412659,234.198456,221.189484,229.119217,229.119217,7976245988
7/21/2019,229.167694,229.861664,219.027756,225.630768,225.630768,6685082868
7/22/2019,225.698654,226.862579,213.44838,217.560013,217.560013,6338843919
7/23/2019,217.568466,218.518051,209.638123,212.728516,212.728516,6976091534
7/24/2019,212.553818,217.535431,203.893402,217.046371,217.046371,7168982843
7/25/2019,216.969116,224.254196,216.135147,219.617996,219.617996,6731281160
7/26/2019,219.628128,220.236389,214.125687,219.629608,219.629608,5729852178
7/27/2019,219.61763,223.517258,204.903931,207.40831,207.40831,6257703908
7/28/2019,207.413773,212.04184,202.252899,211.186554,211.186554,5504887934
7/29/2019,211.123657,213.932053,208.764313,211.268051,211.268051,5485190664
7/30/2019,211.339203,213.614075,206.867615,210.522598,210.522598,5489918859
7/31/2019,210.492416,218.654144,210.437912,218.654144,218.654144,6003828340
8/1/2019,218.554596,218.812653,212.914505,217.808441,217.808441,5965442642
8/2/2019,217.88446,222.182571,215.97583,217.871567,217.871567,6159440229
8/3/2019,217.895554,224.62323,217.331741,222.490341,222.490341,5697798687
8/4/2019,222.580811,224.227295,218.492172,222.669724,222.669724,5238542572
8/5/2019,222.650879,235.635284,222.603882,234.215027,234.215027,7765060287
8/6/2019,234.24559,239.115906,223.551178,226.020645,226.020645,7647742672
8/7/2019,225.925293,229.65657,222.775452,226.391006,226.391006,7020342210
8/8/2019,226.518478,226.774719,216.516251,220.941864,220.941864,6713525644
8/9/2019,220.908646,221.364334,208.245972,210.488907,210.488907,6964818795
8/10/2019,210.530167,213.734833,203.793106,206.733536,206.733536,6584748527
8/11/2019,206.732239,216.598648,206.510803,216.092865,216.092865,6440605605
8/12/2019,216.055908,216.142563,210.946487,211.288071,211.288071,5674315559
8/13/2019,211.342697,211.384415,205.422501,208.709045,208.709045,5946313205
8/14/2019,208.603989,209.066437,186.331924,186.607742,186.607742,7444456154
8/15/2019,186.683502,189.462158,178.142563,188.50206,188.50206,8197244441
8/16/2019,188.644257,188.905594,180.384842,185.440079,185.440079,7133915837
8/17/2019,185.531662,186.70314,182.593887,185.687683,185.687683,5512696513
8/18/2019,185.841095,197.522491,183.692245,194.49353,194.49353,5969012024
8/19/2019,194.55603,203.56015,193.108246,203.091934,203.091934,6145148692
8/20/2019,202.813141,203.015991,195.619537,196.565414,196.565414,6408417610
8/21/2019,196.621689,197.027435,182.689178,186.891632,186.891632,7775772700
8/22/2019,186.941238,194.415512,183.384521,191.332916,191.332916,7569043874
8/23/2019,191.106873,195.906494,189.562317,194.706207,194.706207,6658162377
8/24/2019,194.671631,194.784988,187.627258,191.289566,191.289566,6249737982
8/25/2019,191.234787,192.16333,184.964752,186.842392,186.842392,5826017143
8/26/2019,186.73555,193.442184,186.73555,188.929382,188.929382,7207986636
8/27/2019,188.950058,188.963181,185.472931,187.516663,187.516663,6042327402
8/28/2019,187.495499,187.930878,172.185608,173.889969,173.889969,6696604087
8/29/2019,173.958694,173.996399,167.170898,169.516739,169.516739,7129569083
8/30/2019,169.489288,170.773514,167.071411,168.834869,168.834869,5776520220
8/31/2019,168.887894,174.323975,167.802582,172.469788,172.469788,5830212249
9/1/2019,172.458405,173.696854,169.531281,171.629425,171.629425,5554799576
9/2/2019,171.697601,180.145218,170.451691,178.347351,178.347351,6503447137
9/3/2019,178.357758,182.347992,175.970169,179.499329,179.499329,6962728938
9/4/2019,179.491989,180.136597,175.325363,175.992889,175.992889,5938120494
9/5/2019,175.966278,176.16391,171.746826,174.217133,174.217133,5589476516
9/6/2019,174.172226,177.718704,168.341339,169.956177,169.956177,6797611878
9/7/2019,169.955276,180.851608,169.444122,178.262619,178.262619,6791531342
9/8/2019,178.282593,182.977081,178.142502,181.35553,181.35553,6472677266
9/9/2019,181.362488,184.14946,177.419357,181.14946,181.14946,7232938985
9/10/2019,181.212845,184.063431,178.122421,179.78717,179.78717,6291476772
9/11/2019,179.839493,181.757462,176.500916,178.725494,178.725494,7157139035
9/12/2019,178.803772,181.998566,177.847321,181.016098,181.016098,5838605477
9/13/2019,180.975586,181.498291,178.582047,181.109726,181.109726,5955041237
9/14/2019,181.321579,188.44693,180.372208,188.105515,188.105515,6500686511
9/15/2019,188.068436,190.399338,186.447327,189.789124,189.789124,6222874780
9/16/2019,189.689331,198.204971,189.689331,197.113174,197.113174,8242029488
9/17/2019,197.114761,213.731949,196.715485,208.608749,208.608749,10232590812
9/18/2019,208.050598,216.711502,208.050598,211.393036,211.393036,9194634557
9/19/2019,211.247238,222.871689,204.685776,221.280853,221.280853,10620070913
9/20/2019,221.069626,221.598557,215.159637,218.050049,218.050049,8027974273
9/21/2019,217.897385,220.958298,215.000168,215.516205,215.516205,7743309778
9/22/2019,215.486557,216.086243,207.644928,211.54538,211.54538,7812854576
9/23/2019,211.713211,211.840515,201.887238,201.92131,201.92131,7494673136
9/24/2019,201.842087,203.500549,162.727783,168.110733,168.110733,11757739233
9/25/2019,168.133575,174.719772,164.913483,170.8927,170.8927,9766632018
9/26/2019,170.756912,171.692642,157.130325,166.727127,166.727127,7848286154
9/27/2019,166.651703,175.610779,163.209503,174.710999,174.710999,7909313625
9/28/2019,174.680832,175.778732,170.773956,174.572891,174.572891,6895423445
9/29/2019,174.612747,175.21022,166.997696,170.503479,170.503479,6497088199
9/30/2019,170.461349,179.872208,167.036606,179.872208,179.872208,7552915148
10/1/2019,180.209122,185.045532,175.812653,177.340424,177.340424,7676276225
10/2/2019,177.22406,180.826126,175.334274,180.71051,180.71051,6335595250
10/3/2019,180.703705,180.79921,172.599869,175.199341,175.199341,6381403725
10/4/2019,175.238434,178.552078,173.564087,176.985001,176.985001,6248928449
10/5/2019,176.94632,177.713242,173.069565,176.351517,176.351517,5837211771
10/6/2019,176.36438,177.364548,171.299774,173.059143,173.059143,5852890674
10/7/2019,172.940338,182.356354,171.527817,181.18634,181.18634,7844316834
10/8/2019,181.113358,184.35997,179.133392,182.021561,182.021561,7466282780
10/9/2019,182.036301,194.300491,180.668442,193.293259,193.293259,9088122101
10/10/2019,193.191071,193.896927,188.306473,191.659668,191.659668,8375913276
10/11/2019,191.801071,195.318802,181.661835,182.569687,182.569687,9128522970
10/12/2019,182.534027,186.304886,179.984833,180.826645,180.826645,7494328840
10/13/2019,180.861313,185.075912,180.317154,182.07515,182.07515,6733182273
10/14/2019,182.028473,187.303619,181.662277,186.960907,186.960907,7276520699
10/15/2019,186.977051,187.759872,179.462784,181.406067,181.406067,7731456579
10/16/2019,181.343735,181.66861,174.064163,176.013504,176.013504,7691244590
10/17/2019,175.906891,178.899551,174.565826,178.028351,178.028351,6737237423
10/18/2019,177.988556,178.179794,171.005051,173.621338,173.621338,7566257807
10/19/2019,173.649445,175.608231,172.215454,172.913025,172.913025,6551453871
10/20/2019,172.974762,176.718689,171.210724,175.534378,175.534378,6801091120
10/21/2019,175.52475,177.74173,173.28775,174.92099,174.92099,6815820627
10/22/2019,174.90506,175.650024,172.266235,172.300858,172.300858,6990951966
10/23/2019,172.262802,172.420578,157.463425,162.402786,162.402786,9624925919
10/24/2019,162.514114,164.147568,160.887955,162.168549,162.168549,7300917537
10/25/2019,162.189713,183.000122,161.966019,181.523209,181.523209,10358594018
10/26/2019,181.667068,195.942505,176.133804,179.83548,179.83548,13831784986
10/27/2019,179.932632,188.155334,177.682358,184.242218,184.242218,10815941952
10/28/2019,184.397507,187.883163,180.249557,182.662811,182.662811,10406734124
10/29/2019,182.67038,191.846756,182.364365,190.342575,190.342575,10622761958
10/30/2019,190.336395,191.111938,181.546371,184.692169,184.692169,10484902804
10/31/2019,184.797623,188.751266,180.068359,183.966919,183.966919,9607939606
11/1/2019,183.803696,185.059708,181.094498,183.969894,183.969894,9145611130
11/2/2019,184.018158,185.708954,182.797668,183.92572,183.92572,8087991830
11/3/2019,183.994827,185.024216,179.818146,182.425018,182.425018,8760247744
11/4/2019,182.319031,188.022934,181.821609,186.355194,186.355194,10551917945
11/5/2019,186.309311,191.257828,184.331985,189.304169,189.304169,10024177342
11/6/2019,189.113495,193.547256,188.667679,191.593842,191.593842,10156458684
11/7/2019,191.504303,191.861099,186.567001,187.976547,187.976547,9081247799
11/8/2019,187.924271,188.815979,182.541367,184.211472,184.211472,9176780911
11/9/2019,184.311722,185.838531,183.902237,185.028717,185.028717,7277418704
11/10/2019,184.943359,190.920609,184.686783,189.47728,189.47728,8752784211
11/11/2019,189.50293,190.338425,185.086319,185.489639,185.489639,7877424106
11/12/2019,185.564835,187.948029,184.191055,186.843414,186.843414,7792186666
11/13/2019,186.942444,189.331879,185.937943,188.258743,188.258743,7343173596
11/14/2019,188.272507,188.634598,184.992294,185.999634,185.999634,7872664470
11/15/2019,186.058167,186.251831,179.379562,180.521179,180.521179,8815678477
11/16/2019,180.4991,184.155273,179.985672,183.348358,183.348358,6789888120
11/17/2019,183.35083,188.191345,182.336807,185.119232,185.119232,7364325471
11/18/2019,185.041458,186.927155,179.175507,180.559601,180.559601,7787662111
11/19/2019,180.502457,182.528,175.197113,177.455551,177.455551,7536699743
11/20/2019,177.415283,178.993149,175.290436,175.698349,175.698349,7205785149
11/21/2019,175.673599,176.209213,159.365128,161.462723,161.462723,8546371325
11/22/2019,161.50589,163.028091,142.344101,150.268173,150.268173,12020749863
11/23/2019,150.212219,154.101563,147.601242,153.417786,153.417786,8289198330
11/24/2019,153.430527,153.965912,142.834702,142.834702,142.834702,7782769098
11/25/2019,142.697006,150.207962,133.802338,146.476532,146.476532,10962753356
11/26/2019,146.404312,150.004761,145.216873,148.965073,148.965073,7648516297
11/27/2019,148.39682,154.887207,143.525604,153.010559,153.010559,8778095308
11/28/2019,153.069244,156.613586,151.091125,151.717575,151.717575,7346531960
11/29/2019,151.7686,156.848404,151.460434,155.304153,155.304153,7503898278
11/30/2019,155.286407,156.691299,151.225342,152.539688,152.539688,6565950868
12/1/2019,152.491928,152.491928,147.067932,151.18573,151.18573,7102780298
12/2/2019,151.175476,152.116959,147.606796,149.059158,149.059158,6670561362
12/3/2019,149.058243,150.310425,146.001678,147.956421,147.956421,6204379850
12/4/2019,147.918381,150.680817,145.000885,146.747742,146.747742,7865937094
12/5/2019,146.686493,153.155396,145.459076,149.248993,149.248993,6745910228
12/6/2019,149.396484,149.670517,147.606522,149.194443,149.194443,6458766441
12/7/2019,149.197601,149.799713,148.374771,148.768158,148.768158,5911233284
12/8/2019,148.743683,152.392929,148.313339,151.264725,151.264725,6441727252
12/9/2019,151.224396,151.91394,147.621368,148.225174,148.225174,6744206747
12/10/2019,148.179855,148.564468,144.907959,146.267044,146.267044,6859512025
12/11/2019,146.320648,147.139206,143.045364,143.608002,143.608002,7037180049
12/12/2019,143.615662,145.751648,141.436981,145.604004,145.604004,7890383413
12/13/2019,145.655685,145.857101,143.746521,144.944748,144.944748,7264810247
12/14/2019,144.953415,145.529083,142.434555,142.869232,142.869232,7048066973
12/15/2019,142.86499,143.925354,139.426956,143.11499,143.11499,7235153411
12/16/2019,143.139526,143.224854,132.456665,133.614029,133.614029,8992282119
12/17/2019,133.647186,134.011536,121.395081,122.603889,122.603889,9057166141
12/18/2019,122.656837,133.394165,119.78006,133.092194,133.092194,11864518321
12/19/2019,133.05278,134.190643,125.971664,129.321136,129.321136,9564699140
12/20/2019,129.384369,129.756302,126.985352,129.066055,129.066055,8173594150
12/21/2019,129.095963,129.147659,127.612091,128.130951,128.130951,7449064703
12/22/2019,128.098129,133.160034,127.92849,132.372513,132.372513,9121058481
12/23/2019,132.306992,134.73175,127.416718,128.61409,128.61409,9622497693
12/24/2019,128.629257,131.672287,127.308769,129.063889,129.063889,7961819689
12/25/2019,129.068497,129.068497,124.88549,126.454636,126.454636,8418019054
12/26/2019,126.486328,130.898346,125.406441,126.361221,126.361221,8600871980
12/27/2019,126.368797,128.097565,124.820808,127.214607,127.214607,8299390176
12/28/2019,127.213013,130.258163,126.899696,128.322708,128.322708,8069298610
12/29/2019,128.266876,136.811203,127.997658,134.75798,134.75798,9708776786
12/30/2019,134.796524,136.757355,131.545563,132.633484,132.633484,9796951716
12/31/2019,132.612274,133.732681,128.798157,129.610855,129.610855,8936866397
1/1/2020,129.630661,132.835358,129.198288,130.802002,130.802002,7935230330
1/2/2020,130.820038,130.820038,126.95491,127.410179,127.410179,8032709256
1/3/2020,127.411263,134.554016,126.490021,134.171707,134.171707,10476845358
1/4/2020,134.168518,136.052719,133.040558,135.069366,135.069366,7430904515
1/5/2020,135.072098,139.410202,135.045624,136.276779,136.276779,7526675353
1/6/2020,136.305542,144.328186,136.079636,144.304153,144.304153,9093747121
1/7/2020,144.311996,145.00177,140.488876,143.543991,143.543991,9257954672
1/8/2020,143.487823,146.828003,138.268204,141.258133,141.258133,9387194957
1/9/2020,141.155777,141.393982,136.236404,138.979202,138.979202,7697325348
1/10/2020,138.967041,144.167328,135.520401,143.963776,143.963776,9084816203
1/11/2020,143.409103,146.480911,142.207962,142.927109,142.927109,9332208590
1/12/2020,143.032547,146.145859,142.707642,145.873932,145.873932,8528167453
1/13/2020,146.220139,146.791229,142.907135,144.226593,144.226593,8378529470
1/14/2020,144.251053,167.681549,144.064926,165.955353,165.955353,16712318373
1/15/2020,165.734619,170.425674,161.109619,166.230682,166.230682,15173694057
1/16/2020,166.332825,167.058151,159.709641,164.391006,164.391006,13735193018
1/17/2020,164.48938,173.069214,162.775604,170.779953,170.779953,14997091826
1/18/2020,170.747726,178.528778,166.789017,175.365677,175.365677,14929342256
1/19/2020,175.46759,177.247635,163.676865,166.969849,166.969849,13713374132
1/20/2020,166.904129,169.114883,162.331604,167.120514,167.120514,11144529787
1/21/2020,167.060471,169.91011,165.819717,169.697159,169.697159,9789369362
1/22/2020,169.608536,171.008698,166.774231,168.294159,168.294159,9209827928
1/23/2020,168.2957,168.312241,160.295319,162.928558,162.928558,10396868698
1/24/2020,162.899368,164.309448,156.749741,163.051178,163.051178,10657671162
1/25/2020,163.067291,163.227234,158.632477,161.283936,161.283936,8256956802
1/26/2020,161.176819,168.220322,160.281128,168.077103,168.077103,9261861590
1/27/2020,168.00885,172.922913,166.901093,170.930893,170.930893,11004476145
1/28/2020,170.884857,176.370316,170.738068,176.370316,176.370316,11772875064
1/29/2020,176.347885,178.842972,175.050339,175.050339,175.050339,10725267311
1/30/2020,174.917709,186.260483,172.374634,184.690475,184.690475,12604789338
1/31/2020,184.736908,185.405838,176.296814,180.160172,180.160172,11728616394
2/1/2020,180.11377,183.845551,179.745178,183.67395,183.67395,11569697182
2/2/2020,183.532501,193.080399,180.17395,188.617538,188.617538,14054425389
2/3/2020,188.607407,193.43689,188.012695,189.865067,189.865067,12392875241
2/4/2020,189.861725,191.111496,185.403625,189.250595,189.250595,11714191695
2/5/2020,189.299103,206.804001,188.752686,204.23024,204.23024,14865434435
2/6/2020,204.1297,214.597717,201.904068,212.339081,212.339081,16425589683
2/7/2020,212.315887,223.14093,212.304199,222.726059,222.726059,16673443564
2/8/2020,222.510971,226.588089,215.386292,223.146515,223.146515,16741203125
2/9/2020,222.982239,229.864243,222.982239,228.578568,228.578568,15031356241
2/10/2020,228.549133,229.184616,218.080048,223.522705,223.522705,16210008511
2/11/2020,223.384933,236.547134,218.617615,235.851196,235.851196,16964695963
2/12/2020,235.898224,272.398834,235.896271,265.406128,265.406128,24545049386
2/13/2020,265.052704,273.741058,258.922516,268.099243,268.099243,25801317504
2/14/2020,268.023285,285.056427,262.762512,284.217499,284.217499,23558253463
2/15/2020,284.56131,287.123688,264.279663,264.728577,264.728577,23682452994
2/16/2020,264.904053,272.882446,242.484406,259.894714,259.894714,25152366643
2/17/2020,259.890564,266.871246,244.335327,266.363434,266.363434,26024080089
2/18/2020,266.50882,283.196136,261.463898,281.94458,281.94458,26511477187
2/19/2020,282.036285,283.537933,259.763977,259.763977,259.763977,22679414413
2/20/2020,259.819855,263.695404,250.951263,257.949463,257.949463,23229828870
2/21/2020,257.891113,267.004852,255.689087,265.600616,265.600616,20867593292
2/22/2020,265.551575,266.387207,258.913147,262.331726,262.331726,16906032862
2/23/2020,262.278412,273.75415,261.96051,273.75415,273.75415,19585998814
2/24/2020,273.705078,275.53952,259.625153,265.216431,265.216431,22400845640
2/25/2020,265.283386,265.431488,246.858994,247.817596,247.817596,21878882134
2/26/2020,247.740204,249.649704,221.266556,225.680267,225.680267,26235617201
2/27/2020,225.687042,237.228928,212.66452,226.753387,226.753387,25645522790
2/28/2020,226.98761,234.208939,216.346207,226.760498,226.760498,22563530559
2/29/2020,226.83345,232.256622,219.848511,219.848511,219.848511,18181296376
3/1/2020,219.752686,226.677887,214.130432,218.970596,218.970596,18179807469
3/2/2020,218.711624,232.811584,217.284286,230.569778,230.569778,20305587789
3/3/2020,230.523972,232.325806,221.732666,224.47963,224.47963,19853178572
3/4/2020,224.565338,228.040421,222.088882,224.517975,224.517975,16567075208
3/5/2020,224.641891,234.364456,224.641891,229.268188,229.268188,18201291785
3/6/2020,229.168427,243.554977,228.743576,243.525299,243.525299,19374772256
3/7/2020,243.750198,249.978485,237.551285,237.853088,237.853088,19431652027
3/8/2020,237.780685,237.780685,200.602982,200.689056,200.689056,21381823651
3/9/2020,201.318497,207.451401,192.269897,201.986328,201.986328,23645428606
3/10/2020,202.863953,205.714249,198.064499,200.767242,200.767242,18344930072
3/11/2020,200.768036,202.9543,184.362152,194.86853,194.86853,16984790291
3/12/2020,194.738922,195.147934,111.210709,112.347122,112.347122,22134741655
3/13/2020,112.689995,137.429535,95.184303,133.201813,133.201813,27864623061
3/14/2020,133.582474,134.484375,122.414474,123.306023,123.306023,12740784545
3/15/2020,123.246063,132.242142,121.853653,125.214302,125.214302,12719251813
3/16/2020,124.996117,124.996117,105.17144,110.605873,110.605873,15984904590
3/17/2020,110.406784,118.988281,110.406784,113.942749,113.942749,12087490572
3/18/2020,113.857643,116.021622,111.743111,114.84227,114.84227,11617854009
3/19/2020,114.839828,140.527725,114.732864,136.593857,136.593857,16396753275
3/20/2020,136.649277,150.853806,122.605659,132.737167,132.737167,18960388062
3/21/2020,133.101761,135.972412,127.163757,132.81871,132.81871,13684083308
3/22/2020,132.851135,136.151642,122.909332,123.321152,123.321152,12497707224
3/23/2020,123.365982,134.911606,121.867882,134.911606,134.911606,14149877968
3/24/2020,135.194138,141.948532,133.168777,138.761444,138.761444,14609068673
3/25/2020,138.914963,141.403793,134.30423,136.195892,136.195892,13433092920
3/26/2020,136.190674,138.830566,134.886032,138.361557,138.361557,11367261176
3/27/2020,138.369934,139.902695,133.937943,133.937943,133.937943,11396286629
3/28/2020,134.032745,134.032745,126.962189,130.986496,130.986496,12162403960
3/29/2020,131.015335,131.174088,125.45005,125.583733,125.583733,9938133669
3/30/2020,125.577896,133.911469,125.28968,132.904541,132.904541,11841123306
3/31/2020,132.820923,134.274139,131.652893,133.593567,133.593567,11065246317
4/1/2020,133.61232,135.634552,129.730942,135.634552,135.634552,12456564435
4/2/2020,135.732178,146.787094,135.732178,142.029144,142.029144,15322861686
4/3/2020,142.110458,146.899872,139.619385,142.091309,142.091309,13184603402
4/4/2020,142.215179,145.377304,140.121826,145.219391,145.219391,11946658257
4/5/2020,145.261017,146.128525,142.102081,143.546646,143.546646,11280993591
4/6/2020,143.608215,169.272644,143.544601,169.13588,169.13588,21636382525
4/7/2020,169.147446,175.204132,164.203323,165.101944,165.101944,21659346091
4/8/2020,165.240326,173.210266,164.493195,172.641739,172.641739,17063110836
4/9/2020,172.761261,172.897781,167.987122,170.807144,170.807144,14901696210
4/10/2020,170.829269,170.949768,154.914474,158.412445,158.412445,17980944616
4/11/2020,158.538986,161.167572,155.29834,158.216019,158.216019,13555089447
4/12/2020,158.232391,164.516953,156.320511,161.142426,161.142426,15123721386
4/13/2020,160.720673,160.749695,151.614487,156.279556,156.279556,16465282133
4/14/2020,156.355957,160.944275,155.865936,157.59639,157.59639,14723156630
4/15/2020,157.565643,160.711121,152.802841,153.286896,153.286896,14171753737
4/16/2020,153.200424,173.157272,150.359421,172.157379,172.157379,22910469236
4/18/2020,171.618073,187.940475,171.618073,186.914001,186.914001,20160323443
4/19/2020,186.861984,188.098923,180.120819,181.61496,181.61496,19146038381
4/20/2020,181.480225,186.083542,170.321274,172.297165,172.297165,21266681335
4/21/2020,172.017715,175.178467,170.552841,172.737701,172.737701,16458767984
4/22/2020,172.670395,183.751007,171.826599,182.599579,182.599579,17994666395
4/23/2020,182.620178,189.088867,180.340652,185.028671,185.028671,21275740032
4/24/2020,185.222107,190.210388,185.222107,189.236938,189.236938,16788555028
4/25/2020,189.207397,196.792374,188.459534,195.515305,195.515305,18260969748
4/26/2020,195.413589,199.344971,194.768066,197.317535,197.317535,18335367012
4/27/2020,197.475723,199.552795,193.454163,197.224716,197.224716,18670194595
4/28/2020,197.273514,198.786545,194.849426,198.41539,198.41539,18217507467
4/29/2020,198.465195,218.454636,198.124512,216.968231,216.968231,26397548759
4/30/2020,216.909134,227.529694,206.43692,207.602051,207.602051,28089191904
5/1/2020,207.901733,217.628021,207.780884,214.219101,214.219101,20816320834
5/2/2020,214.230087,215.847534,212.878677,215.325378,215.325378,18260876092
5/3/2020,215.352066,219.270874,208.692368,210.933151,210.933151,20469034664
5/4/2020,210.890854,211.828384,199.047729,208.174011,208.174011,22602446422
5/5/2020,208.013,211.778625,204.031128,206.774399,206.774399,19004689099
5/6/2020,206.481354,211.534622,204.040878,204.055786,204.055786,20343543799
5/7/2020,203.912857,214.392471,202.074844,212.289413,212.289413,23594744655
5/8/2020,212.198242,216.327682,208.830734,212.991577,212.991577,20445139356
5/9/2020,213.142166,214.73912,209.071518,211.600128,211.600128,18950547549
5/10/2020,211.5522,211.5522,182.711166,188.599564,188.599564,25211575193
5/11/2020,188.632187,191.362335,180.718338,185.912842,185.912842,20054601647
5/12/2020,185.877335,191.601349,185.701797,189.3125,189.3125,15899726284
5/13/2020,189.3741,200.197327,189.127701,199.193283,199.193283,17054662289
5/14/2020,198.89151,204.117599,196.86882,202.949097,202.949097,20150524861
5/15/2020,202.955399,203.566391,193.755676,195.622665,195.622665,16602342092
5/16/2020,195.613388,202.771194,194.501587,200.677124,200.677124,15379081645
5/17/2020,200.608871,209.160934,200.102798,207.158691,207.158691,15470397303
5/18/2020,207.179779,215.908463,207.10907,214.525055,214.525055,17411566928
5/19/2020,214.604935,214.604935,210.143051,213.451111,213.451111,14346192779
5/20/2020,213.446243,214.716827,207.975815,210.096741,210.096741,12730175511
5/21/2020,210.12915,211.625183,193.346436,199.883606,199.883606,13308321229
5/22/2020,199.837112,208.591537,198.040863,207.169189,207.169189,12041592114
5/23/2020,207.194489,210.386459,205.29422,208.694397,208.694397,10665476768
